country,year,sex,age,suicides_no,population,suicides/100k pop, gdp_for_year ($) ,gdp_per_capita ($)
Nicaragua,2015,male,25-34 years,65,534310,12.17,"12,611,087,031",2303
Nicaragua,2015,male,15-24 years,68,612707,11.1,"12,611,087,031",2303
Nicaragua,2015,male,35-54 years,67,606317,11.05,"12,611,087,031",2303
Nicaragua,2015,male,55-74 years,18,250532,7.18,"12,611,087,031",2303
Nicaragua,2015,female,15-24 years,41,581787,7.05,"12,611,087,031",2303
Nicaragua,2015,female,25-34 years,19,541679,3.51,"12,611,087,031",2303
Nicaragua,2015,female,35-54 years,14,692648,2.02,"12,611,087,031",2303
Nicaragua,2015,female,55-74 years,4,303372,1.32,"12,611,087,031",2303
Nicaragua,2015,female,5-14 years,7,592557,1.18,"12,611,087,031",2303
Nicaragua,2015,male,5-14 years,5,628588,0.8,"12,611,087,031",2303
Nicaragua,2015,female,75+ years,0,75925,0,"12,611,087,031",2303
Norway,2005,male,25-34 years,73,316562,23.06,"308,722,079,938",71215
Norway,2005,male,35-54 years,135,665154,20.3,"308,722,079,938",71215
Norway,2005,male,75+ years,25,133579,18.72,"308,722,079,938",71215
Norway,2005,male,55-74 years,73,422027,17.3,"308,722,079,938",71215
Norway,2005,male,15-24 years,50,290219,17.23,"308,722,079,938",71215
Norway,2005,female,25-34 years,33,311116,10.61,"308,722,079,938",71215
Norway,2005,female,35-54 years,62,641651,9.66,"308,722,079,938",71215
Norway,2005,female,55-74 years,42,435604,9.64,"308,722,079,938",71215
Norway,2005,female,15-24 years,20,278355,7.19,"308,722,079,938",71215
Norway,2005,female,75+ years,15,221019,6.79,"308,722,079,938",71215
Norway,2005,male,5-14 years,4,318304,1.26,"308,722,079,938",71215
Norway,2005,female,5-14 years,1,301502,0.33,"308,722,079,938",71215
Norway,2006,male,75+ years,34,134769,25.23,"345,424,664,369",79007
Norway,2006,male,15-24 years,68,296501,22.93,"345,424,664,369",79007
Norway,2006,male,55-74 years,90,432581,20.81,"345,424,664,369",79007
Norway,2006,male,25-34 years,63,312881,20.14,"345,424,664,369",79007
Norway,2006,male,35-54 years,135,672675,20.07,"345,424,664,369",79007
Norway,2006,female,35-54 years,61,648666,9.4,"345,424,664,369",79007
Norway,2006,female,55-74 years,35,443984,7.88,"345,424,664,369",79007
Norway,2006,female,25-34 years,21,307388,6.83,"345,424,664,369",79007
Norway,2006,female,15-24 years,18,283975,6.34,"345,424,664,369",79007
Norway,2006,female,75+ years,6,220894,2.72,"345,424,664,369",79007
Norway,2006,male,5-14 years,1,317159,0.32,"345,424,664,369",79007
Norway,2006,female,5-14 years,0,300630,0,"345,424,664,369",79007
Norway,2007,male,75+ years,31,135701,22.84,"401,082,621,083",90797
Norway,2007,male,25-34 years,60,312302,19.21,"401,082,621,083",90797
Norway,2007,male,35-54 years,127,682978,18.6,"401,082,621,083",90797
Norway,2007,male,55-74 years,71,443643,16,"401,082,621,083",90797
Norway,2007,male,15-24 years,45,303717,14.82,"401,082,621,083",90797
Norway,2007,female,35-54 years,62,656105,9.45,"401,082,621,083",90797
Norway,2007,female,55-74 years,39,452989,8.61,"401,082,621,083",90797
Norway,2007,female,25-34 years,21,305124,6.88,"401,082,621,083",90797
Norway,2007,female,75+ years,13,220209,5.9,"401,082,621,083",90797
Norway,2007,female,15-24 years,14,289740,4.83,"401,082,621,083",90797
Norway,2007,male,5-14 years,2,315302,0.63,"401,082,621,083",90797
Norway,2007,female,5-14 years,0,299559,0,"401,082,621,083",90797
Norway,2008,male,75+ years,29,136042,21.32,"462,554,432,624",103431
Norway,2008,male,25-34 years,59,314848,18.74,"462,554,432,624",103431
Norway,2008,male,35-54 years,127,694003,18.3,"462,554,432,624",103431
Norway,2008,male,55-74 years,83,455657,18.22,"462,554,432,624",103431
Norway,2008,male,15-24 years,48,310905,15.44,"462,554,432,624",103431
Norway,2008,female,35-54 years,59,662760,8.9,"462,554,432,624",103431
Norway,2008,female,25-34 years,27,305368,8.84,"462,554,432,624",103431
Norway,2008,female,55-74 years,35,463679,7.55,"462,554,432,624",103431
Norway,2008,female,75+ years,16,219018,7.31,"462,554,432,624",103431
Norway,2008,female,15-24 years,21,296143,7.09,"462,554,432,624",103431
Norway,2008,male,5-14 years,1,314384,0.32,"462,554,432,624",103431
Norway,2008,female,5-14 years,0,299282,0,"462,554,432,624",103431
Norway,2009,male,75+ years,36,136204,26.43,"386,622,457,580",85394
Norway,2009,male,55-74 years,111,468346,23.7,"386,622,457,580",85394
Norway,2009,male,35-54 years,153,702700,21.77,"386,622,457,580",85394
Norway,2009,male,25-34 years,64,317068,20.18,"386,622,457,580",85394
Norway,2009,male,15-24 years,51,317853,16.05,"386,622,457,580",85394
Norway,2009,female,25-34 years,31,306776,10.11,"386,622,457,580",85394
Norway,2009,female,35-54 years,59,669131,8.82,"386,622,457,580",85394
Norway,2009,female,55-74 years,39,475431,8.2,"386,622,457,580",85394
Norway,2009,female,15-24 years,18,302896,5.94,"386,622,457,580",85394
Norway,2009,female,75+ years,7,217354,3.22,"386,622,457,580",85394
Norway,2009,female,5-14 years,3,299406,1,"386,622,457,580",85394
Norway,2009,male,5-14 years,1,314371,0.32,"386,622,457,580",85394
Norway,2010,male,75+ years,31,136494,22.71,"429,130,952,709",93638
Norway,2010,male,55-74 years,99,481582,20.56,"429,130,952,709",93638
Norway,2010,male,25-34 years,62,320142,19.37,"429,130,952,709",93638
Norway,2010,male,35-54 years,132,709067,18.62,"429,130,952,709",93638
Norway,2010,male,15-24 years,59,325364,18.13,"429,130,952,709",93638
Norway,2010,female,35-54 years,68,674673,10.08,"429,130,952,709",93638
Norway,2010,female,55-74 years,49,487412,10.05,"429,130,952,709",93638
Norway,2010,female,25-34 years,24,309282,7.76,"429,130,952,709",93638
Norway,2010,female,75+ years,10,215798,4.63,"429,130,952,709",93638
Norway,2010,female,15-24 years,13,309730,4.2,"429,130,952,709",93638
Norway,2010,male,5-14 years,1,313990,0.32,"429,130,952,709",93638
Norway,2010,female,5-14 years,0,299351,0,"429,130,952,709",93638
Norway,2011,male,75+ years,36,137152,26.25,"498,831,558,926",107430
Norway,2011,male,35-54 years,161,715422,22.5,"498,831,558,926",107430
Norway,2011,male,25-34 years,73,326867,22.33,"498,831,558,926",107430
Norway,2011,male,55-74 years,103,495066,20.81,"498,831,558,926",107430
Norway,2011,male,15-24 years,58,332779,17.43,"498,831,558,926",107430
Norway,2011,female,35-54 years,72,678645,10.61,"498,831,558,926",107430
Norway,2011,female,55-74 years,39,499653,7.81,"498,831,558,926",107430
Norway,2011,female,25-34 years,23,313943,7.33,"498,831,558,926",107430
Norway,2011,female,15-24 years,20,316334,6.32,"498,831,558,926",107430
Norway,2011,female,75+ years,6,214592,2.8,"498,831,558,926",107430
Norway,2011,female,5-14 years,4,299327,1.34,"498,831,558,926",107430
Norway,2011,male,5-14 years,3,313520,0.96,"498,831,558,926",107430
Norway,2012,male,75+ years,33,138390,23.85,"510,229,136,227",108408
Norway,2012,male,35-54 years,148,721883,20.5,"510,229,136,227",108408
Norway,2012,male,25-34 years,61,336168,18.15,"510,229,136,227",108408
Norway,2012,male,55-74 years,81,508097,15.94,"510,229,136,227",108408
Norway,2012,male,15-24 years,45,338854,13.28,"510,229,136,227",108408
Norway,2012,female,35-54 years,60,682003,8.8,"510,229,136,227",108408
Norway,2012,female,75+ years,14,213622,6.55,"510,229,136,227",108408
Norway,2012,female,15-24 years,21,321497,6.53,"510,229,136,227",108408
Norway,2012,female,55-74 years,33,511533,6.45,"510,229,136,227",108408
Norway,2012,female,25-34 years,17,321049,5.3,"510,229,136,227",108408
Norway,2012,female,5-14 years,1,299751,0.33,"510,229,136,227",108408
Norway,2012,male,5-14 years,1,313738,0.32,"510,229,136,227",108408
Norway,2013,male,75+ years,31,140291,22.1,"523,502,127,660",109804
Norway,2013,male,35-54 years,154,727274,21.17,"523,502,127,660",109804
Norway,2013,male,55-74 years,92,520439,17.68,"523,502,127,660",109804
Norway,2013,male,25-34 years,56,345406,16.21,"523,502,127,660",109804
Norway,2013,male,15-24 years,44,342484,12.85,"523,502,127,660",109804
Norway,2013,female,35-54 years,75,685393,10.94,"523,502,127,660",109804
Norway,2013,female,55-74 years,52,522697,9.95,"523,502,127,660",109804
Norway,2013,female,25-34 years,24,329495,7.28,"523,502,127,660",109804
Norway,2013,female,15-24 years,20,324191,6.17,"523,502,127,660",109804
Norway,2013,female,75+ years,5,213383,2.34,"523,502,127,660",109804
Norway,2013,male,5-14 years,1,315341,0.32,"523,502,127,660",109804
Norway,2013,female,5-14 years,0,301211,0,"523,502,127,660",109804
Norway,2014,male,75+ years,33,143089,23.06,"499,338,534,779",103443
Norway,2014,male,55-74 years,110,532578,20.65,"499,338,534,779",103443
Norway,2014,male,35-54 years,147,732244,20.08,"499,338,534,779",103443
Norway,2014,male,25-34 years,71,353943,20.06,"499,338,534,779",103443
Norway,2014,male,15-24 years,38,344245,11.04,"499,338,534,779",103443
Norway,2014,female,55-74 years,51,533630,9.56,"499,338,534,779",103443
Norway,2014,female,35-54 years,51,688993,7.4,"499,338,534,779",103443
Norway,2014,female,25-34 years,20,337592,5.92,"499,338,534,779",103443
Norway,2014,female,15-24 years,17,325164,5.23,"499,338,534,779",103443
Norway,2014,female,75+ years,7,214335,3.27,"499,338,534,779",103443
Norway,2014,male,5-14 years,2,317878,0.63,"499,338,534,779",103443
Norway,2014,female,5-14 years,1,303487,0.33,"499,338,534,779",103443
Norway,2015,male,55-74 years,119,544268,21.86,"386,663,139,403",79187
Norway,2015,male,75+ years,32,146511,21.84,"386,663,139,403",79187
Norway,2015,male,35-54 years,140,736827,19,"386,663,139,403",79187
Norway,2015,male,25-34 years,64,361373,17.71,"386,663,139,403",79187
Norway,2015,male,15-24 years,43,345115,12.46,"386,663,139,403",79187
Norway,2015,female,55-74 years,62,544131,11.39,"386,663,139,403",79187
Norway,2015,female,25-34 years,31,344788,8.99,"386,663,139,403",79187
Norway,2015,female,35-54 years,61,692881,8.8,"386,663,139,403",79187
Norway,2015,female,75+ years,17,215829,7.88,"386,663,139,403",79187
Norway,2015,female,15-24 years,17,325007,5.23,"386,663,139,403",79187
Norway,2015,female,5-14 years,2,305804,0.65,"386,663,139,403",79187
Norway,2015,male,5-14 years,2,320375,0.62,"386,663,139,403",79187
Oman,2009,male,75+ years,2,10803,18.51,"48,388,296,489",18557
Oman,2009,male,25-34 years,7,429691,1.63,"48,388,296,489",18557
Oman,2009,male,15-24 years,3,372207,0.81,"48,388,296,489",18557
Oman,2009,male,35-54 years,1,418960,0.24,"48,388,296,489",18557
Oman,2009,female,15-24 years,0,272065,0,"48,388,296,489",18557
Oman,2009,female,25-34 years,0,251089,0,"48,388,296,489",18557
Oman,2009,female,35-54 years,0,197737,0,"48,388,296,489",18557
Oman,2009,female,5-14 years,0,240602,0,"48,388,296,489",18557
Oman,2009,female,55-74 years,0,61620,0,"48,388,296,489",18557
Oman,2009,female,75+ years,0,13886,0,"48,388,296,489",18557
Oman,2009,male,5-14 years,0,248322,0,"48,388,296,489",18557
Oman,2009,male,55-74 years,0,90567,0,"48,388,296,489",18557
Oman,2010,male,35-54 years,6,460847,1.3,"58,642,392,718",21337
Oman,2010,male,15-24 years,4,372402,1.07,"58,642,392,718",21337
Oman,2010,male,55-74 years,1,98397,1.02,"58,642,392,718",21337
Oman,2010,male,25-34 years,2,490613,0.41,"58,642,392,718",21337
Oman,2010,female,15-24 years,0,269317,0,"58,642,392,718",21337
Oman,2010,female,25-34 years,0,268046,0,"58,642,392,718",21337
Oman,2010,female,35-54 years,0,209172,0,"58,642,392,718",21337
Oman,2010,female,5-14 years,0,237859,0,"58,642,392,718",21337
Oman,2010,female,55-74 years,0,65305,0,"58,642,392,718",21337
Oman,2010,female,75+ years,0,14260,0,"58,642,392,718",21337
Oman,2010,male,5-14 years,0,250444,0,"58,642,392,718",21337
Oman,2010,male,75+ years,0,11778,0,"58,642,392,718",21337
Oman,2014,male,55-74 years,1,129011,0.78,"81,076,723,017",22328
Oman,2014,male,25-34 years,4,910905,0.44,"81,076,723,017",22328
Oman,2014,male,35-54 years,2,700906,0.29,"81,076,723,017",22328
Oman,2014,female,15-24 years,0,264178,0,"81,076,723,017",22328
Oman,2014,female,25-34 years,0,333020,0,"81,076,723,017",22328
Oman,2014,female,35-54 years,0,278487,0,"81,076,723,017",22328
Oman,2014,female,5-14 years,0,256150,0,"81,076,723,017",22328
Oman,2014,female,55-74 years,0,85501,0,"81,076,723,017",22328
Oman,2014,female,75+ years,0,18358,0,"81,076,723,017",22328
Oman,2014,male,15-24 years,0,366911,0,"81,076,723,017",22328
Oman,2014,male,5-14 years,0,266738,0,"81,076,723,017",22328
Oman,2014,male,75+ years,0,20933,0,"81,076,723,017",22328
Panama,2005,male,55-74 years,28,158455,17.67,"16,374,393,900",5499
Panama,2005,male,75+ years,5,37238,13.43,"16,374,393,900",5499
Panama,2005,male,15-24 years,39,307165,12.7,"16,374,393,900",5499
Panama,2005,male,35-54 years,42,379629,11.06,"16,374,393,900",5499
Panama,2005,male,25-34 years,29,277085,10.47,"16,374,393,900",5499
Panama,2005,female,15-24 years,11,295636,3.72,"16,374,393,900",5499
Panama,2005,female,55-74 years,4,165201,2.42,"16,374,393,900",5499
Panama,2005,female,75+ years,1,42852,2.33,"16,374,393,900",5499
Panama,2005,male,5-14 years,5,336503,1.49,"16,374,393,900",5499
Panama,2005,female,25-34 years,4,271734,1.47,"16,374,393,900",5499
Panama,2005,female,35-54 years,4,381819,1.05,"16,374,393,900",5499
Panama,2005,female,5-14 years,0,324278,0,"16,374,393,900",5499
Panama,2006,male,75+ years,11,38964,28.23,"18,141,666,300",5972
Panama,2006,male,55-74 years,30,163874,18.31,"18,141,666,300",5972
Panama,2006,male,25-34 years,45,280685,16.03,"18,141,666,300",5972
Panama,2006,male,35-54 years,46,391962,11.74,"18,141,666,300",5972
Panama,2006,male,15-24 years,35,309913,11.29,"18,141,666,300",5972
Panama,2006,female,15-24 years,7,298651,2.34,"18,141,666,300",5972
Panama,2006,male,5-14 years,5,340413,1.47,"18,141,666,300",5972
Panama,2006,female,25-34 years,3,275020,1.09,"18,141,666,300",5972
Panama,2006,female,55-74 years,1,171367,0.58,"18,141,666,300",5972
Panama,2006,female,5-14 years,1,328131,0.3,"18,141,666,300",5972
Panama,2006,female,35-54 years,1,394079,0.25,"18,141,666,300",5972
Panama,2006,female,75+ years,0,44900,0,"18,141,666,300",5972
Panama,2007,male,75+ years,7,40649,17.22,"21,295,984,200",6876
Panama,2007,male,35-54 years,63,404333,15.58,"21,295,984,200",6876
Panama,2007,male,55-74 years,22,169617,12.97,"21,295,984,200",6876
Panama,2007,male,15-24 years,31,312490,9.92,"21,295,984,200",6876
Panama,2007,male,25-34 years,27,283781,9.51,"21,295,984,200",6876
Panama,2007,female,25-34 years,6,277823,2.16,"21,295,984,200",6876
Panama,2007,female,35-54 years,7,406328,1.72,"21,295,984,200",6876
Panama,2007,female,15-24 years,5,301555,1.66,"21,295,984,200",6876
Panama,2007,female,5-14 years,2,331670,0.6,"21,295,984,200",6876
Panama,2007,female,55-74 years,1,177879,0.56,"21,295,984,200",6876
Panama,2007,female,75+ years,0,46968,0,"21,295,984,200",6876
Panama,2007,male,5-14 years,0,344045,0,"21,295,984,200",6876
Panama,2008,male,25-34 years,43,286535,15.01,"25,155,888,600",7972
Panama,2008,male,15-24 years,42,315047,13.33,"25,155,888,600",7972
Panama,2008,male,55-74 years,23,175747,13.09,"25,155,888,600",7972
Panama,2008,male,35-54 years,38,416678,9.12,"25,155,888,600",7972
Panama,2008,male,75+ years,3,42311,7.09,"25,155,888,600",7972
Panama,2008,female,75+ years,2,49093,4.07,"25,155,888,600",7972
Panama,2008,female,15-24 years,12,304442,3.94,"25,155,888,600",7972
Panama,2008,female,55-74 years,4,184787,2.16,"25,155,888,600",7972
Panama,2008,female,25-34 years,5,280340,1.78,"25,155,888,600",7972
Panama,2008,female,35-54 years,7,418521,1.67,"25,155,888,600",7972
Panama,2008,male,5-14 years,5,347309,1.44,"25,155,888,600",7972
Panama,2008,female,5-14 years,2,334826,0.6,"25,155,888,600",7972
Panama,2009,male,25-34 years,44,289198,15.21,"27,116,635,600",8436
Panama,2009,male,55-74 years,27,182355,14.81,"27,116,635,600",8436
Panama,2009,male,35-54 years,42,428945,9.79,"27,116,635,600",8436
Panama,2009,male,15-24 years,29,317792,9.13,"27,116,635,600",8436
Panama,2009,male,75+ years,4,43998,9.09,"27,116,635,600",8436
Panama,2009,female,15-24 years,16,307454,5.2,"27,116,635,600",8436
Panama,2009,female,55-74 years,3,192158,1.56,"27,116,635,600",8436
Panama,2009,female,25-34 years,4,282846,1.41,"27,116,635,600",8436
Panama,2009,female,35-54 years,4,430632,0.93,"27,116,635,600",8436
Panama,2009,male,5-14 years,3,350210,0.86,"27,116,635,600",8436
Panama,2009,female,5-14 years,1,337598,0.3,"27,116,635,600",8436
Panama,2009,female,75+ years,0,51327,0,"27,116,635,600",8436
Panama,2010,male,75+ years,7,45741,15.3,"29,440,287,600",8991
Panama,2010,male,25-34 years,41,291915,14.05,"29,440,287,600",8991
Panama,2010,male,35-54 years,43,441040,9.75,"29,440,287,600",8991
Panama,2010,male,55-74 years,17,189488,8.97,"29,440,287,600",8991
Panama,2010,male,15-24 years,22,320806,6.86,"29,440,287,600",8991
Panama,2010,female,75+ years,2,53719,3.72,"29,440,287,600",8991
Panama,2010,female,15-24 years,11,310641,3.54,"29,440,287,600",8991
Panama,2010,female,35-54 years,8,442586,1.81,"29,440,287,600",8991
Panama,2010,female,25-34 years,0,285498,0,"29,440,287,600",8991
Panama,2010,female,5-14 years,0,340093,0,"29,440,287,600",8991
Panama,2010,female,55-74 years,0,200021,0,"29,440,287,600",8991
Panama,2010,male,5-14 years,0,352867,0,"29,440,287,600",8991
Panama,2011,male,75+ years,10,47764,20.94,"34,686,224,300",10403
Panama,2011,male,35-54 years,46,452407,10.17,"34,686,224,300",10403
Panama,2011,male,55-74 years,18,196346,9.17,"34,686,224,300",10403
Panama,2011,male,15-24 years,29,323984,8.95,"34,686,224,300",10403
Panama,2011,male,25-34 years,22,294852,7.46,"34,686,224,300",10403
Panama,2011,female,15-24 years,9,314086,2.87,"34,686,224,300",10403
Panama,2011,female,25-34 years,3,288330,1.04,"34,686,224,300",10403
Panama,2011,female,55-74 years,2,207735,0.96,"34,686,224,300",10403
Panama,2011,female,35-54 years,4,453917,0.88,"34,686,224,300",10403
Panama,2011,female,5-14 years,1,342739,0.29,"34,686,224,300",10403
Panama,2011,female,75+ years,0,56277,0,"34,686,224,300",10403
Panama,2011,male,5-14 years,0,355754,0,"34,686,224,300",10403
Panama,2012,male,75+ years,6,49778,12.05,"40,429,734,400",11908
Panama,2012,male,55-74 years,24,203725,11.78,"40,429,734,400",11908
Panama,2012,male,25-34 years,28,297870,9.4,"40,429,734,400",11908
Panama,2012,male,15-24 years,29,327419,8.86,"40,429,734,400",11908
Panama,2012,male,35-54 years,29,463652,6.25,"40,429,734,400",11908
Panama,2012,female,15-24 years,9,317695,2.83,"40,429,734,400",11908
Panama,2012,female,25-34 years,5,291345,1.72,"40,429,734,400",11908
Panama,2012,female,75+ years,1,58910,1.7,"40,429,734,400",11908
Panama,2012,female,35-54 years,3,465096,0.65,"40,429,734,400",11908
Panama,2012,male,5-14 years,1,358553,0.28,"40,429,734,400",11908
Panama,2012,female,5-14 years,0,345246,0,"40,429,734,400",11908
Panama,2012,female,55-74 years,0,215955,0,"40,429,734,400",11908
Panama,2013,male,55-74 years,23,211628,10.87,"45,599,994,000",13189
Panama,2013,male,75+ years,5,51811,9.65,"45,599,994,000",13189
Panama,2013,male,35-54 years,41,474703,8.64,"45,599,994,000",13189
Panama,2013,male,15-24 years,24,331046,7.25,"45,599,994,000",13189
Panama,2013,male,25-34 years,21,300914,6.98,"45,599,994,000",13189
Panama,2013,female,75+ years,1,61650,1.62,"45,599,994,000",13189
Panama,2013,female,15-24 years,4,321379,1.24,"45,599,994,000",13189
Panama,2013,female,35-54 years,5,476054,1.05,"45,599,994,000",13189
Panama,2013,female,55-74 years,2,224667,0.89,"45,599,994,000",13189
Panama,2013,male,5-14 years,3,361341,0.83,"45,599,994,000",13189
Panama,2013,female,5-14 years,1,347709,0.29,"45,599,994,000",13189
Panama,2013,female,25-34 years,0,294485,0,"45,599,994,000",13189
Panama,2014,male,75+ years,8,53886,14.85,"49,921,464,400",14181
Panama,2014,male,15-24 years,37,334717,11.05,"49,921,464,400",14181
Panama,2014,male,25-34 years,27,303879,8.89,"49,921,464,400",14181
Panama,2014,male,35-54 years,39,485485,8.03,"49,921,464,400",14181
Panama,2014,male,55-74 years,11,220050,5,"49,921,464,400",14181
Panama,2014,female,35-54 years,8,486698,1.64,"49,921,464,400",14181
Panama,2014,female,75+ years,1,64534,1.55,"49,921,464,400",14181
Panama,2014,female,15-24 years,5,325004,1.54,"49,921,464,400",14181
Panama,2014,male,5-14 years,5,364214,1.37,"49,921,464,400",14181
Panama,2014,female,25-34 years,4,297642,1.34,"49,921,464,400",14181
Panama,2014,female,55-74 years,1,233859,0.43,"49,921,464,400",14181
Panama,2014,female,5-14 years,1,350245,0.29,"49,921,464,400",14181
Panama,2015,male,75+ years,8,56048,14.27,"54,315,722,500",15158
Panama,2015,male,25-34 years,26,306724,8.48,"54,315,722,500",15158
Panama,2015,male,55-74 years,14,228981,6.11,"54,315,722,500",15158
Panama,2015,male,35-54 years,26,495960,5.24,"54,315,722,500",15158
Panama,2015,male,15-24 years,16,338328,4.73,"54,315,722,500",15158
Panama,2015,female,15-24 years,8,328479,2.44,"54,315,722,500",15158
Panama,2015,female,25-34 years,4,300748,1.33,"54,315,722,500",15158
Panama,2015,female,55-74 years,3,243511,1.23,"54,315,722,500",15158
Panama,2015,female,35-54 years,4,496986,0.8,"54,315,722,500",15158
Panama,2015,male,5-14 years,1,367146,0.27,"54,315,722,500",15158
Panama,2015,female,5-14 years,0,352852,0,"54,315,722,500",15158
Panama,2015,female,75+ years,0,67619,0,"54,315,722,500",15158
Paraguay,2005,male,75+ years,7,47349,14.78,"8,734,653,809",1704
Paraguay,2005,male,55-74 years,23,236152,9.74,"8,734,653,809",1704
Paraguay,2005,male,15-24 years,54,612683,8.81,"8,734,653,809",1704
Paraguay,2005,female,15-24 years,44,594065,7.41,"8,734,653,809",1704
Paraguay,2005,male,35-54 years,40,575210,6.95,"8,734,653,809",1704
Paraguay,2005,male,25-34 years,24,422818,5.68,"8,734,653,809",1704
Paraguay,2005,female,25-34 years,13,410317,3.17,"8,734,653,809",1704
Paraguay,2005,female,35-54 years,14,555555,2.52,"8,734,653,809",1704
Paraguay,2005,female,5-14 years,10,675887,1.48,"8,734,653,809",1704
Paraguay,2005,female,55-74 years,3,236025,1.27,"8,734,653,809",1704
Paraguay,2005,male,5-14 years,7,699704,1,"8,734,653,809",1704
Paraguay,2005,female,75+ years,0,60692,0,"8,734,653,809",1704
Paraguay,2006,male,75+ years,8,49190,16.26,"10,646,157,920",2038
Paraguay,2006,male,15-24 years,62,624318,9.93,"10,646,157,920",2038
Paraguay,2006,male,35-54 years,49,584438,8.38,"10,646,157,920",2038
Paraguay,2006,male,25-34 years,36,437359,8.23,"10,646,157,920",2038
Paraguay,2006,male,55-74 years,18,246222,7.31,"10,646,157,920",2038
Paraguay,2006,female,15-24 years,28,604935,4.63,"10,646,157,920",2038
Paraguay,2006,female,55-74 years,8,245285,3.26,"10,646,157,920",2038
Paraguay,2006,female,35-54 years,18,565035,3.19,"10,646,157,920",2038
Paraguay,2006,female,25-34 years,10,423389,2.36,"10,646,157,920",2038
Paraguay,2006,male,5-14 years,9,702450,1.28,"10,646,157,920",2038
Paraguay,2006,female,5-14 years,5,678059,0.74,"10,646,157,920",2038
Paraguay,2006,female,75+ years,0,62780,0,"10,646,157,920",2038
Paraguay,2007,male,75+ years,9,50660,17.77,"13,794,910,634",2599
Paraguay,2007,male,25-34 years,40,452960,8.83,"13,794,910,634",2599
Paraguay,2007,male,55-74 years,22,256849,8.57,"13,794,910,634",2599
Paraguay,2007,male,15-24 years,44,633346,6.95,"13,794,910,634",2599
Paraguay,2007,male,35-54 years,39,591517,6.59,"13,794,910,634",2599
Paraguay,2007,female,15-24 years,33,613122,5.38,"13,794,910,634",2599
Paraguay,2007,female,25-34 years,14,437509,3.2,"13,794,910,634",2599
Paraguay,2007,female,55-74 years,5,255119,1.96,"13,794,910,634",2599
Paraguay,2007,female,5-14 years,9,677311,1.33,"13,794,910,634",2599
Paraguay,2007,female,35-54 years,7,572154,1.22,"13,794,910,634",2599
Paraguay,2007,male,5-14 years,5,702214,0.71,"13,794,910,634",2599
Paraguay,2007,female,75+ years,0,64408,0,"13,794,910,634",2599
Paraguay,2008,male,75+ years,7,51965,13.47,"18,504,130,753",3438
Paraguay,2008,male,25-34 years,43,469369,9.16,"18,504,130,753",3438
Paraguay,2008,male,55-74 years,22,267868,8.21,"18,504,130,753",3438
Paraguay,2008,male,15-24 years,50,640673,7.8,"18,504,130,753",3438
Paraguay,2008,male,35-54 years,36,597502,6.03,"18,504,130,753",3438
Paraguay,2008,female,15-24 years,27,619561,4.36,"18,504,130,753",3438
Paraguay,2008,female,55-74 years,7,265380,2.64,"18,504,130,753",3438
Paraguay,2008,female,35-54 years,13,577902,2.25,"18,504,130,753",3438
Paraguay,2008,female,25-34 years,7,452518,1.55,"18,504,130,753",3438
Paraguay,2008,female,75+ years,1,65848,1.52,"18,504,130,753",3438
Paraguay,2008,female,5-14 years,7,674138,1.04,"18,504,130,753",3438
Paraguay,2008,male,5-14 years,2,699445,0.29,"18,504,130,753",3438
Paraguay,2009,male,75+ years,7,53377,13.11,"15,929,902,138",2920
Paraguay,2009,male,55-74 years,32,279099,11.47,"15,929,902,138",2920
Paraguay,2009,male,15-24 years,73,647674,11.27,"15,929,902,138",2920
Paraguay,2009,male,25-34 years,43,486170,8.84,"15,929,902,138",2920
Paraguay,2009,male,35-54 years,53,604066,8.77,"15,929,902,138",2920
Paraguay,2009,female,15-24 years,33,625692,5.27,"15,929,902,138",2920
Paraguay,2009,female,25-34 years,12,468073,2.56,"15,929,902,138",2920
Paraguay,2009,female,35-54 years,14,583930,2.4,"15,929,902,138",2920
Paraguay,2009,female,55-74 years,6,275899,2.17,"15,929,902,138",2920
Paraguay,2009,female,5-14 years,5,669630,0.75,"15,929,902,138",2920
Paraguay,2009,male,5-14 years,5,695155,0.72,"15,929,902,138",2920
Paraguay,2009,female,75+ years,0,67455,0,"15,929,902,138",2920
Paraguay,2010,male,75+ years,6,55046,10.9,"20,030,528,043",3619
Paraguay,2010,male,15-24 years,54,655068,8.24,"20,030,528,043",3619
Paraguay,2010,male,25-34 years,36,502955,7.16,"20,030,528,043",3619
Paraguay,2010,male,55-74 years,20,290394,6.89,"20,030,528,043",3619
Paraguay,2010,male,35-54 years,42,612290,6.86,"20,030,528,043",3619
Paraguay,2010,female,15-24 years,30,632271,4.74,"20,030,528,043",3619
Paraguay,2010,female,75+ years,2,69409,2.88,"20,030,528,043",3619
Paraguay,2010,female,35-54 years,13,591324,2.2,"20,030,528,043",3619
Paraguay,2010,female,55-74 years,6,286507,2.09,"20,030,528,043",3619
Paraguay,2010,female,25-34 years,9,483820,1.86,"20,030,528,043",3619
Paraguay,2010,female,5-14 years,3,665063,0.45,"20,030,528,043",3619
Paraguay,2010,male,5-14 years,2,690556,0.29,"20,030,528,043",3619
Paraguay,2011,male,75+ years,9,57390,15.68,"25,099,681,461",4474
Paraguay,2011,male,15-24 years,84,660879,12.71,"25,099,681,461",4474
Paraguay,2011,male,25-34 years,57,518996,10.98,"25,099,681,461",4474
Paraguay,2011,male,35-54 years,47,622380,7.55,"25,099,681,461",4474
